booking_id,booking_date,flight_key,passenger_key,airline_key,route_key,raw_passenger_id,raw_flight_id,booking_status,is_confirmed,is_cancelled,is_pending,is_invalid,is_unknown,is_unresolved_flight,is_unresolved_passenger,gross_payment_amount,realized_revenue,payment_record_count,valid_payment_count,has_valid_payment
B1583,2026-02-22 11:37:36.952,578,621,3,19,P1603,SJ072,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1584,2025-04-28 11:37:36.952,607,592,4,28,P1574,UK075,CANCELLED,0,1,0,0,0,0,0,26466.88,0.0,2,2,1
B1585,2026-01-08 11:37:36.952,596,29,1,1,P1028,6F233,CANCELLED,0,1,0,0,0,0,0,23517.7,0.0,3,2,1
B1586,2025-11-13 11:37:36.952,556,743,3,17,P1721,SJ143,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1587,2025-06-28 11:37:36.952,558,540,3,8,P1523,SJ246,PENDING,0,0,1,0,0,0,0,11740.35,0.0,1,1,1
B1588,2025-11-04 11:37:36.952,599,345,3,17,P1332,SJ247,CONFIRMED,1,0,0,0,0,0,0,12810.22,12810.22,1,1,1
B1589,2025-08-31 11:37:36.952,560,308,4,12,P1296,UK157,PENDING,0,0,1,0,0,0,0,29432.76,0.0,3,3,1
B1590,2026-04-01 11:37:36.952,582,135,4,13,P1129,UK069,CONFIRMED,1,0,0,0,0,0,0,1015.84,1015.84,1,1,1
B1591,2025-11-20 11:37:36.952,567,304,2,21,P1292,AI106,CANCELLED,0,1,0,0,0,0,0,16833.8,0.0,2,2,1
B1592,2025-11-17 11:37:36.952,563,180,4,29,P1172,UK085,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1593,2025-09-24 11:37:36.952,604,741,1,19,P1719,6F087,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1594,2025-06-01 11:37:36.952,600,977,2,24,P1943,AI067,CONFIRMED,1,0,0,0,0,0,0,1448.88,1448.88,1,1,1
B1595,2026-01-07 11:37:36.952,587,24,1,17,P1023,6F226,PENDING,0,0,1,0,0,0,0,24869.85,0.0,2,2,1
B1596,2025-12-20 11:37:36.952,605,100,3,23,P1098,SJ210,CONFIRMED,1,0,0,0,0,0,0,18020.9,18020.9,2,2,1
B1597,2025-10-23 11:37:36.952,575,418,1,25,P1405,6F269,CONFIRMED,1,0,0,0,0,0,0,19192.26,19192.26,2,2,1
B1598,2026-01-02 11:37:36.952,597,368,4,10,P1355,UK013,CONFIRMED,1,0,0,0,0,0,0,15978.23,15978.23,2,2,1
B1599,2025-09-30 11:37:36.952,597,144,4,10,P1138,UK013,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1600,2025-07-20 11:37:36.952,574,519,4,1,P1502,UK143,PENDING,0,0,1,0,0,0,0,24083.25,0.0,2,2,1
B1601,2025-09-07 11:37:36.952,573,853,1,29,P1825,6F262,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1602,2025-07-07 11:37:36.952,612,181,1,24,P1173,6F042,UNKNOWN,0,0,0,0,1,0,0,4028.21,0.0,1,1,1
B1603,2025-12-06 11:37:36.952,583,29,3,17,P1028,SJ118,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1604,2025-11-17 11:37:36.952,583,963,3,17,P1930,SJ118,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1605,2025-10-03 11:37:36.952,571,512,3,8,P1495,SJ082,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1606,2025-07-18 11:37:36.952,598,674,1,7,P1654,6F015,CONFIRMED,1,0,0,0,0,0,0,21087.41,21087.41,3,3,1
B1607,2026-02-02 11:37:36.952,606,855,2,16,P1827,AI101,INVALID,0,0,0,1,0,0,0,13086.08,0.0,2,2,1
B1608,2025-06-28 11:37:36.952,572,363,3,13,P1350,SJ110,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1609,2025-10-21 11:37:36.952,610,571,3,23,P1553,SJ042,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1610,2025-10-13 11:37:36.952,584,310,1,13,P1298,6F145,CONFIRMED,1,0,0,0,0,0,0,5809.44,5809.44,1,1,1
B1611,2026-01-05 11:37:36.952,602,741,4,17,P1719,UK029,CANCELLED,0,1,0,0,0,0,0,22397.64,0.0,2,2,1
B1612,2025-04-18 11:37:36.952,603,869,3,8,P1841,SJ200,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1613,2026-01-29 11:37:36.952,614,-1,3,1,P1944,SJ209,CONFIRMED,1,0,0,0,0,0,1,16309.3,16309.3,2,2,1
B1614,2025-05-11 11:37:36.952,613,200,2,12,P1191,AI116,UNKNOWN,0,0,0,0,1,0,0,8965.77,0.0,2,2,1
B1615,2025-05-23 11:37:36.952,586,691,1,13,P1671,6F117,CANCELLED,0,1,0,0,0,0,0,13670.64,0.0,2,2,1
B1616,2025-12-23 11:37:36.952,594,65,3,6,P1063,SJ181,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1617,2025-05-10 11:37:36.952,595,778,2,13,P1754,AI070,INVALID,0,0,0,1,0,0,0,12237.51,0.0,1,1,1
B1618,2026-01-19 11:37:36.952,595,793,2,13,P1769,AI070,CONFIRMED,1,0,0,0,0,0,0,6904.57,6904.57,1,1,1
B1619,2026-02-05 11:37:36.952,629,683,4,27,P1663,UK042,PENDING,0,0,1,0,0,0,0,33652.61,0.0,3,3,1
B1620,2026-02-24 11:37:36.952,626,223,2,13,P1214,AI169,PENDING,0,0,1,0,0,0,0,33808.97,0.0,4,4,1
B1621,2025-12-21 11:37:36.952,625,861,1,5,P1833,6F021,PENDING,0,0,1,0,0,0,0,11805.25,0.0,2,2,1
B1622,2025-06-23 11:37:36.952,620,173,3,10,P1165,SJ046,PENDING,0,0,1,0,0,0,0,36638.7,0.0,3,3,1
B1623,2025-08-17 11:37:36.952,601,-1,2,18,P1542,AI211,CANCELLED,0,1,0,0,0,0,1,37128.79,0.0,4,4,1
B1624,2025-12-20 11:37:36.952,608,912,3,2,P1882,SJ091,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1625,2026-04-05 11:37:36.952,615,241,2,27,P1231,AI123,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1626,2025-04-17 11:37:36.952,637,818,1,19,P1793,6F053,CANCELLED,0,1,0,0,0,0,0,7859.04,0.0,1,1,1
B1627,2026-01-09 11:37:36.952,617,557,4,27,P1540,UK012,PENDING,0,0,1,0,0,0,0,23952.61,0.0,2,2,1
B1628,2025-11-25 11:37:36.952,640,203,1,26,P1194,6F023,PENDING,0,0,1,0,0,0,0,1971.53,0.0,1,1,1
B1629,2026-01-02 11:37:36.952,631,522,2,7,P1505,AI250,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1630,2026-04-07 11:37:36.952,647,346,2,15,P1333,AI238,PENDING,0,0,1,0,0,0,0,11475.88,0.0,1,1,1
B1631,2026-02-17 11:37:36.952,619,791,4,4,P1767,UK096,CANCELLED,0,1,0,0,0,0,0,17514.41,0.0,2,2,1
B1632,2026-03-30 11:37:36.952,611,817,4,13,P1792,UK126,PENDING,0,0,1,0,0,0,0,11397.25,0.0,1,1,1
B1633,2025-08-30 11:37:36.952,632,315,3,7,P1303,SJ195,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1634,2025-12-25 11:37:36.952,630,860,3,19,P1832,SJ171,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1635,2025-08-14 11:37:36.952,635,452,2,3,P1436,AI136,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1636,2025-05-27 11:37:36.952,352,334,3,22,P1322,SJ192,CONFIRMED,1,0,0,0,0,0,0,14700.1,14700.1,1,1,1
B1637,2025-12-01 11:37:36.952,650,518,1,14,P1501,6F035,PENDING,0,0,1,0,0,0,0,25470.66,0.0,3,3,1
B1638,2026-02-23 11:37:36.952,649,885,4,26,P1857,UK088,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1639,2025-09-14 11:37:36.952,639,946,1,2,P1913,6F009,CONFIRMED,1,0,0,0,0,0,0,6069.3,6069.3,2,2,1
B1640,2026-01-28 11:37:36.952,645,405,1,7,P1392,6F004,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1641,2026-03-27 11:37:36.952,634,830,4,23,P1805,UK122,UNKNOWN,0,0,0,0,1,0,0,14953.42,0.0,1,1,1
B1642,2026-02-15 11:37:36.952,609,616,2,29,P1598,AI251,PENDING,0,0,1,0,0,0,0,6919.99,0.0,1,1,1
B1643,2026-02-04 11:37:36.952,646,156,2,10,P1148,AI027,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1644,2025-10-20 11:37:36.952,642,784,3,12,P1760,SJ165,PENDING,0,0,1,0,0,0,0,10406.49,0.0,1,1,1
B1645,2025-08-16 11:37:36.952,621,860,4,3,P1832,UK081,CONFIRMED,1,0,0,0,0,0,0,2308.55,2308.55,1,1,1
B1646,2025-09-27 11:37:36.952,622,417,4,26,P1404,UK191,CANCELLED,0,1,0,0,0,0,0,22654.88,0.0,2,2,1
B1647,2025-11-06 11:37:36.952,618,294,3,1,P1282,SJ188,PENDING,0,0,1,0,0,0,0,17320.63,0.0,2,2,1
B1648,2025-08-09 11:37:36.952,616,374,1,22,P1361,6F016,CONFIRMED,1,0,0,0,0,0,0,3484.04,3484.04,1,1,1
B1649,2026-04-05 11:37:36.952,623,391,1,13,P1378,6F064,PENDING,0,0,1,0,0,0,0,28108.05,0.0,2,2,1
B1650,2026-04-03 11:37:36.952,648,206,3,9,P1197,SJ105,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1651,2025-09-09 11:37:36.952,657,573,3,26,P1555,SJ054,CANCELLED,0,1,0,0,0,0,0,6941.55,0.0,1,1,1
B1652,2025-12-19 11:37:36.952,658,368,1,6,P1355,6F197,PENDING,0,0,1,0,0,0,0,21520.53,0.0,4,4,1
B1653,2026-03-26 11:37:36.952,628,556,2,21,P1539,AI040,CANCELLED,0,1,0,0,0,0,0,10350.94,0.0,1,1,1
B1654,2025-08-14 11:37:36.952,644,444,2,27,P1428,AI131,UNKNOWN,0,0,0,0,1,0,0,12116.85,0.0,1,1,1
B1655,2025-10-09 11:37:36.952,636,17,1,7,P1016,6F141,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1656,2025-05-12 11:37:36.952,627,658,4,22,P1638,UK035,CONFIRMED,1,0,0,0,0,0,0,9174.46,9174.46,1,1,1
B1657,2025-08-28 11:37:36.952,624,391,2,18,P1378,AI005,CONFIRMED,1,0,0,0,0,0,0,11326.44,11326.44,1,1,1
B1658,2025-06-22 11:37:36.952,652,699,2,19,P1679,AI001,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1659,2026-01-17 11:37:36.952,633,522,4,28,P1505,UK211,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1660,2026-04-04 11:37:36.952,667,779,3,21,P1755,SJ189,CANCELLED,0,1,0,0,0,0,0,5033.75,0.0,2,1,1
B1661,2025-04-21 11:37:36.952,641,929,4,28,P1898,UK006,PENDING,0,0,1,0,0,0,0,20979.51,0.0,2,2,1
B1662,2025-10-13 11:37:36.952,643,77,1,26,P1075,6F189,CONFIRMED,1,0,0,0,0,0,0,9168.1,9168.1,1,1,1
B1663,2025-05-16 11:37:36.952,651,240,2,18,P1230,AI133,CANCELLED,0,1,0,0,0,0,0,66885.47,0.0,6,6,1
B1664,2025-11-08 11:37:36.952,654,737,3,7,P1715,SJ216,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1665,2026-03-04 11:37:36.952,653,996,3,7,P1961,SJ133,CANCELLED,0,1,0,0,0,0,0,13434.66,0.0,1,1,1
B1666,2026-03-05 11:37:36.952,672,258,4,17,P1247,UK082,PENDING,0,0,1,0,0,0,0,4184.87,0.0,1,1,1
B1667,2026-02-16 11:37:36.952,638,313,1,13,P1301,6F136,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1668,2025-04-30 11:37:36.952,675,747,1,28,P1725,6F039,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1669,2025-06-16 11:37:36.952,670,223,2,12,P1214,AI011,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1670,2025-05-12 11:37:36.952,655,165,3,19,P1157,SJ225,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1671,2025-07-08 11:37:36.952,677,70,3,20,P1068,SJ024,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1672,2025-08-01 11:37:36.952,688,405,2,1,P1392,AI109,CANCELLED,0,1,0,0,0,0,0,6895.9,0.0,1,1,1
B1673,2025-06-12 11:37:36.952,656,86,2,23,P1084,AI147,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1674,2025-11-03 11:37:36.952,694,278,4,13,P1266,UK057,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1675,2025-08-01 11:37:36.952,665,70,1,24,P1068,6F111,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1676,2026-04-14 11:37:36.952,679,628,2,7,P1610,AI197,PENDING,0,0,1,0,0,0,0,26552.82,0.0,2,2,1
B1677,2026-01-31 11:37:36.952,687,359,4,9,P1346,UK127,PENDING,0,0,1,0,0,0,0,19599.18,0.0,2,2,1
B1678,2025-12-31 11:37:36.952,693,996,1,19,P1961,6F240,PENDING,0,0,1,0,0,0,0,3831.88,0.0,1,1,1
B1679,2025-08-17 11:37:36.952,684,-1,1,28,P1727,6F257,CANCELLED,0,1,0,0,0,0,1,0.0,0.0,0,0,0
B1680,2026-03-19 11:37:36.952,682,959,2,1,P1926,AI253,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1681,2026-04-02 11:37:36.952,685,692,3,28,P1672,SJ135,CANCELLED,0,1,0,0,0,0,0,26057.93,0.0,2,2,1
B1682,2025-07-10 11:37:36.952,668,438,4,13,P1422,UK112,CANCELLED,0,1,0,0,0,0,0,2916.86,0.0,1,1,1
B1683,2025-08-07 11:37:36.952,666,623,2,1,P1605,AI050,CONFIRMED,1,0,0,0,0,0,0,19349.76,19349.76,2,2,1
B1684,2025-11-18 11:37:36.952,683,181,4,2,P1173,UK060,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1685,2025-05-15 11:37:36.952,660,696,3,13,P1676,SJ183,CANCELLED,0,1,0,0,0,0,0,12700.44,0.0,2,2,1
B1686,2025-11-17 11:37:36.952,673,120,4,16,P1114,UK138,CONFIRMED,1,0,0,0,0,0,0,1293.05,1293.05,1,1,1
B1687,2025-10-12 11:37:36.952,662,229,3,15,P1219,SJ071,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1688,2025-06-14 11:37:36.952,689,990,2,7,P1955,AI057,PENDING,0,0,1,0,0,0,0,10945.95,0.0,1,1,1
B1689,2025-07-10 11:37:36.952,661,31,3,7,P1030,SJ151,CANCELLED,0,1,0,0,0,0,0,8030.27,0.0,1,1,1
B1690,2025-06-28 11:37:36.952,691,539,3,1,P1522,SJ144,PENDING,0,0,1,0,0,0,0,7675.73,0.0,1,1,1
B1691,2026-01-23 11:37:36.952,703,355,3,8,P1342,SJ087,PENDING,0,0,1,0,0,0,0,10442.06,0.0,1,1,1
B1692,2026-04-02 11:37:36.952,659,389,3,23,P1376,SJ066,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1693,2026-01-02 11:37:36.952,686,135,2,7,P1129,AI247,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1694,2026-04-01 11:37:36.952,663,-1,3,28,P1999,SJ102,PENDING,0,0,1,0,0,0,1,7153.61,0.0,2,2,1
B1695,2026-04-13 11:37:36.952,700,635,1,26,P1616,6F252,CONFIRMED,1,0,0,0,0,0,0,5969.93,5969.93,1,1,1
B1696,2025-11-28 11:37:36.952,681,555,1,18,P1538,6F055,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1697,2025-11-12 11:37:36.952,715,762,2,15,P1738,AI204,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1698,2026-02-02 11:37:36.952,705,2,2,7,P1001,AI016,CONFIRMED,1,0,0,0,0,0,0,8023.98,8023.98,1,1,1
B1699,2025-12-11 11:37:36.952,664,899,2,2,P1870,AI209,PENDING,0,0,1,0,0,0,0,23144.93,0.0,4,3,1
B1700,2026-01-04 11:37:36.952,680,102,3,27,P1100,SJ211,PENDING,0,0,1,0,0,0,0,6028.27,0.0,1,1,1
B1701,2025-10-16 11:37:36.952,690,549,1,15,P1532,6F103,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1702,2025-04-22 11:37:36.952,704,59,4,23,P1057,UK182,CONFIRMED,1,0,0,0,0,0,0,13329.36,13329.36,2,1,1
B1703,2025-12-25 11:37:36.952,710,401,1,19,P1388,6F264,CANCELLED,0,1,0,0,0,0,0,11995.2,0.0,2,2,1
B1704,2025-07-23 11:37:36.952,671,711,1,3,P1691,6F027,PENDING,0,0,1,0,0,0,0,13993.49,0.0,1,1,1
B1705,2026-01-31 11:37:36.952,674,974,4,16,P1940,UK198,CANCELLED,0,1,0,0,0,0,0,20858.79,0.0,4,4,1
B1706,2025-09-07 11:37:36.952,669,353,1,16,P1340,6F171,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1707,2025-07-05 11:37:36.952,712,889,2,25,P1860,AI004,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1708,2025-11-22 11:37:36.952,676,20,1,28,P1019,6F157,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1709,2025-10-03 11:37:36.952,724,266,2,7,P1254,AI018,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1710,2025-08-05 11:37:36.952,716,328,4,13,P1316,UK098,CONFIRMED,1,0,0,0,0,0,0,12059.65,12059.65,1,1,1
B1711,2026-01-29 11:37:36.952,678,39,1,1,P1037,6F167,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1712,2025-09-06 11:37:36.952,722,679,2,1,P1659,AI228,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1713,2025-08-31 11:37:36.952,696,553,3,4,P1536,SJ242,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1714,2025-12-11 11:37:36.952,721,398,1,27,P1385,6F227,PENDING,0,0,1,0,0,0,0,5064.12,0.0,1,1,1
B1715,2025-08-27 11:37:36.952,697,652,1,10,P1632,6F037,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1716,2025-12-22 11:37:36.952,706,960,1,11,P1927,6F107,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1717,2025-11-06 11:37:36.952,702,26,3,16,P1025,SJ125,CANCELLED,0,1,0,0,0,0,0,2408.22,0.0,2,2,1
B1718,2025-06-17 11:37:36.952,720,469,4,1,P1453,UK117,CANCELLED,0,1,0,0,0,0,0,18312.78,0.0,2,2,1
B1719,2025-11-12 11:37:36.952,730,700,1,11,P1680,6F192,CANCELLED,0,1,0,0,0,0,0,5781.1,0.0,1,1,1
B1720,2025-11-27 11:37:36.952,695,334,2,2,P1322,AI201,CANCELLED,0,1,0,0,0,0,0,5194.3,0.0,1,1,1
B1721,2026-03-25 11:37:36.952,713,760,3,16,P1736,SJ126,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1722,2026-02-10 11:37:36.952,708,529,2,14,P1512,AI177,PENDING,0,0,1,0,0,0,0,0.0,0.0,1,0,0
B1723,2025-12-23 11:37:36.952,718,846,2,12,P1818,AI092,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1724,2025-10-10 11:37:36.952,692,796,1,14,P1772,6F076,CANCELLED,0,1,0,0,0,0,0,10484.53,0.0,1,1,1
B1725,2025-04-29 11:37:36.952,732,13,2,12,P1012,AI185,PENDING,0,0,1,0,0,0,0,0.0,0.0,1,0,0
B1726,2025-05-14 11:37:36.952,699,947,2,12,P1914,AI055,CONFIRMED,1,0,0,0,0,0,0,10313.45,10313.45,2,2,1
B1727,2026-03-15 11:37:36.952,711,939,1,25,P1907,6F222,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1728,2025-12-12 11:37:36.952,717,577,2,28,P1559,AI090,CONFIRMED,1,0,0,0,0,0,0,7592.89,7592.89,1,1,1
B1729,2025-06-03 11:37:36.952,701,953,2,18,P1920,AI183,PENDING,0,0,1,0,0,0,0,2726.28,0.0,1,1,1
B1730,2025-04-29 11:37:36.952,709,852,2,6,P1824,AI041,PENDING,0,0,1,0,0,0,0,0.0,0.0,1,0,0
B1731,2025-07-12 11:37:36.952,738,383,1,24,P1370,6F210,CONFIRMED,1,0,0,0,0,0,0,1355.89,1355.89,1,1,1
B1732,2026-01-15 11:37:36.952,742,302,2,24,P1290,AI170,CONFIRMED,1,0,0,0,0,0,0,7405.96,7405.96,1,1,1
B1733,2026-04-16 11:37:36.952,750,-1,3,21,P1331,SJ008,CANCELLED,0,1,0,0,0,0,1,10832.74,0.0,1,1,1
B1734,2025-09-29 11:37:36.952,719,623,2,15,P1605,AI049,PENDING,0,0,1,0,0,0,0,2972.66,0.0,1,1,1
B1735,2025-05-12 11:37:36.952,698,272,3,29,P1260,SJ132,PENDING,0,0,1,0,0,0,0,10012.48,0.0,1,1,1
B1736,2026-01-26 11:37:36.952,726,1031,3,20,P1993,SJ224,CONFIRMED,1,0,0,0,0,0,0,8590.58,8590.58,2,2,1
B1737,2025-06-11 11:37:36.952,729,814,4,28,P1789,UK038,CONFIRMED,1,0,0,0,0,0,0,12049.41,12049.41,1,1,1
B1738,2025-08-14 11:37:36.952,714,899,3,7,P1870,SJ220,PENDING,0,0,1,0,0,0,0,26003.14,0.0,3,3,1
B1739,2025-06-29 11:37:36.952,752,213,1,1,P1204,6F124,CANCELLED,0,1,0,0,0,0,0,8263.32,0.0,1,1,1
B1740,2025-11-16 11:37:36.952,723,717,3,15,P1696,SJ164,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1741,2025-05-18 11:37:36.952,707,706,2,17,P1686,AI026,PENDING,0,0,1,0,0,0,0,4483.43,0.0,1,1,1
B1742,2025-09-14 11:37:36.952,737,984,1,22,P1949,6F144,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1743,2025-11-21 11:37:36.952,753,399,1,13,P1386,6F137,INVALID,0,0,0,1,0,0,0,4062.36,0.0,1,1,1
B1744,2025-09-05 11:37:36.952,749,922,4,5,P1891,UK139,CANCELLED,0,1,0,0,0,0,0,9225.17,0.0,1,1,1
B1745,2025-05-20 11:37:36.952,749,848,4,5,P1820,UK139,CONFIRMED,1,0,0,0,0,0,0,10889.16,10889.16,1,1,1
B1746,2025-08-31 11:37:36.952,755,483,3,24,P1467,SJ140,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1747,2025-04-20 11:37:36.952,762,430,1,4,P1414,6F131,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1748,2025-11-15 11:37:36.952,745,70,4,7,P1068,UK128,PENDING,0,0,1,0,0,0,0,13170.94,0.0,1,1,1
B1749,2026-02-19 11:37:36.952,772,488,3,8,P1471,SJ219,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1750,2025-09-21 11:37:36.952,728,106,3,13,P1103,SJ159,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1751,2025-09-19 11:37:36.952,725,781,4,24,P1757,UK192,CONFIRMED,1,0,0,0,0,0,0,14391.99,14391.99,1,1,1
B1752,2025-08-13 11:37:36.952,761,168,2,25,P1160,AI014,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1753,2025-08-08 11:37:36.952,733,208,3,8,P1199,SJ152,CANCELLED,0,1,0,0,0,0,0,4016.57,0.0,1,1,1
B1754,2026-02-11 11:37:36.952,777,224,3,23,P1215,SJ060,PENDING,0,0,1,0,0,0,0,12013.34,0.0,1,1,1
B1755,2026-02-17 11:37:36.952,757,980,2,19,P1945,AI127,CANCELLED,0,1,0,0,0,0,0,4760.39,0.0,1,1,1
B1756,2026-01-27 11:37:36.952,758,220,3,19,P1211,SJ096,PENDING,0,0,1,0,0,0,0,0.0,0.0,1,0,0
B1757,2025-04-24 11:37:36.952,734,524,2,3,P1507,AI215,PENDING,0,0,1,0,0,0,0,1608.39,0.0,1,1,1
B1758,2026-02-28 11:37:36.952,741,16,4,8,P1015,UK009,CANCELLED,0,1,0,0,0,0,0,8260.94,0.0,1,1,1
B1759,2025-10-26 11:37:36.952,751,514,2,26,P1497,AI171,PENDING,0,0,1,0,0,0,0,10926.0,0.0,2,2,1
B1760,2026-01-14 11:37:36.952,764,913,4,7,P1883,UK151,CANCELLED,0,1,0,0,0,0,0,12133.03,0.0,1,1,1
B1761,2025-05-22 11:37:36.952,747,-1,2,1,P1331,AI099,CONFIRMED,1,0,0,0,0,0,1,35672.39,35672.39,4,4,1
B1762,2025-06-04 11:37:36.952,727,738,4,8,P1716,UK050,CONFIRMED,1,0,0,0,0,0,0,13897.13,13897.13,2,2,1
B1763,2025-10-06 11:37:36.952,740,906,4,26,P1876,UK092,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1764,2025-06-20 11:37:36.952,775,568,3,19,P1550,SJ058,CANCELLED,0,1,0,0,0,0,0,10528.45,0.0,1,1,1
B1765,2025-12-21 11:37:36.952,760,618,3,25,P1600,SJ090,CANCELLED,0,1,0,0,0,0,0,23925.48,0.0,2,2,1
B1766,2025-09-07 11:37:36.952,731,975,1,7,P1941,6F173,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1767,2025-11-19 11:37:36.952,746,267,2,17,P1255,AI186,CONFIRMED,1,0,0,0,0,0,0,10462.21,10462.21,2,2,1
B1768,2026-03-23 11:37:36.952,763,-1,2,6,P1991,AI130,PENDING,0,0,1,0,0,0,1,2835.7,0.0,1,1,1
B1769,2025-11-23 11:37:36.952,739,789,3,20,P1765,SJ111,INVALID,0,0,0,1,0,0,0,2465.29,0.0,2,2,1
B1770,2025-08-04 11:37:36.952,748,-1,1,4,P1727,6F203,CONFIRMED,1,0,0,0,0,0,1,0.0,0.0,0,0,0
B1771,2025-05-24 11:37:36.952,771,909,1,21,P1879,6F138,PENDING,0,0,1,0,0,0,0,6761.89,0.0,1,1,1
B1772,2025-08-29 11:37:36.952,736,842,1,1,P1814,6F109,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1773,2026-01-01 11:37:36.952,735,179,2,12,P1171,AI074,PENDING,0,0,1,0,0,0,0,11699.42,0.0,1,1,1
B1774,2026-01-07 11:37:36.952,766,668,4,1,P1648,UK161,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1775,2025-06-19 11:37:36.952,754,-1,2,7,P1999,AI008,CANCELLED,0,1,0,0,0,0,1,13185.54,0.0,1,1,1
B1776,2025-12-27 11:37:36.952,778,514,4,1,P1497,UK121,CANCELLED,0,1,0,0,0,0,0,16692.14,0.0,2,2,1
B1777,2025-04-26 11:37:36.952,743,487,1,13,P1470,6F154,CONFIRMED,1,0,0,0,0,0,0,9927.3,9927.3,1,1,1
